AR_Ref,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
MIST120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.82,939.33,617.0,953.01,664.83,644.5,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
MIST50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.81,399.0,314.5,236.01,100.0,462.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
MJTM002,0.0,0.0,1257.0,7230.0,5896.0,6180.0,4202.0,3900.0,5610.0,3570.0,3609.0,4926.0,11160.0,4282.0,3780.0,5149.0,2453.0,3192.0,89.0,2520.0,1470.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJTM003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,1032.0,1008.0,300.0,276.0,90.0,348.0,224.0,1217.0,190.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKT0010,0.0,0.0,592.0,398.0,181.0,686.0,244.0,2092.0,681.0,510.0,379.0,163.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1262.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRIZ001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,440.0,421.0,277.0,228.0,171.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRIZ002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,64.0,90.0,176.0,133.0,61.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRIZ003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,279.0,347.0,357.0,488.0,161.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRIZ004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,921.0,1543.0,2477.0,1130.0,1117.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHN001,0.0,0.0,92.0,123.0,45.0,70.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,19.0,35.0,72.0,32.0,25.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVRM001,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,928.0,1882.0,2460.0,2524.0,1674.0,1919.0,3052.0,751.0,2786.0,1363.0,670.0,142.0,942.0,376.0,698.0,688.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVRM002,0.0,0.0,0.0,0.0,0.0,0.0,270.0,231.0,732.0,785.0,1166.0,781.0,918.0,157.0,23.0,1117.0,441.0,86.0,18.0,282.0,276.0,301.0,274.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVRM003,0.0,0.0,0.0,0.0,0.0,0.0,221.0,118.0,259.0,480.0,242.0,460.0,668.0,142.0,24.0,335.0,194.0,197.0,142.0,382.0,243.0,265.0,274.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1001,6.0,150.0,0.0,8.0,166.4,1830.9099999999999,54.839999999999996,400.0,200.0,1200.0,587.73,0.0,0.0,10.0,644.0,900.65,0.0,0.0,0.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1004,0.0,41.0,19.0,34.0,32.0,480.0,12.37,0.0,0.0,39.11,650.0,0.0,0.0,804.9,96.71,1348.3899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1007,201.0,28.0,115.0,62.0,35.0,111.0,8.0,0.0,5.0,150.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1011,46.0,260.0,0.0,283.0,206.98,0.0,410.02,10.0,1800.0,1500.5,1000.5,355.33000000000004,0.0,0.0,204.17000000000002,0.0,0.0,0.0,0.0,800.0,1000.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1019,321.0,36.0,35.0,92.0,71.0,234.0,1.02,0.0,0.0,322.98,200.0,0.0,0.0,0.0,519.0,502.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1036,360.0,273.0,250.0,400.0,0.0,0.0,1082.33,20.0,720.0,745.67,340.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1038,500.75,10.0,7.0,29.0,332.0,174.0,1.0,0.0,500.0,329.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-1040,0.0,185.0,285.0,528.0,0.0,26.0,1000.0,500.0,500.0,1315.0,0.0,0.0,0.0,19.47,380.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-2001,0.0,218.0,207.0,258.0,80.0,198.0,7.16,50.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-2002,800.0,260.0,477.0,749.0,753.0,302.0,1608.0,1600.0,1600.0,55.92,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-2003,928.0,365.0,372.0,664.0,579.0,219.5,1317.0,12.5,1890.33,548.1700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
N-2004,7.67,367.0,264.0,401.0,458.0,98.0,163.0,0.0,620.0,2804.08,365.0,0.0,0.0,0.0,0.0,64.47,14.53,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-2005,0.0,347.0,313.0,720.0,445.92,176.0,3.0,400.0,1400.0,3004.0,800.0,600.0,0.0,15.0,672.0,946.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-2006,928.0,294.0,188.0,414.0,288.33,350.0,5.0,0.0,1159.99,2379.67,0.0,0.0,0.0,0.0,0.0,1941.0,0.0,0.0,0.0,696.0,232.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5001,0.0,77.0,101.0,117.0,27.0,183.0,0.0,0.0,0.0,35.92,333.0,0.0,0.0,504.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5002,3.58,0.0,262.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,45.96,654.04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5003,0.0,422.0,946.0,187.0,26.0,0.0,3.0,7.24,0.0,510.0,310.0,0.0,0.0,25.73,1931.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5004,0.0,754.0,2459.0,609.0,96.34,0.0,2.17,0.0,0.0,772.15,768.0,0.0,0.0,185.0,3382.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5005,0.0,911.0,2739.0,2362.0,186.0,45.0,45.0,0.0,0.0,445.83,464.0,0.0,0.0,634.78,2149.22,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-5006,1.0,410.0,460.0,130.0,7.0,0.0,0.0,0.67,0.0,302.33,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-7001,47.0,232.0,177.0,97.0,148.96,123.5,1.04,5.5,200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-7002,6.0,159.0,194.0,186.0,91.0,6.0,5.0,300.0,200.0,201.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-7004,800.0,128.0,118.0,314.0,673.0,929.0,204.0,10.0,600.0,1403.0,1000.0,200.0,0.0,1023.8,1344.73,1241.47,0.0,0.0,0.0,200.0,0.0,0.0,293.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-7010,0.0,32.0,25.0,44.1,25.0,47.0,2.5,0.0,0.0,53.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-7012,0.0,17.0,10.0,29.0,10.65,5.0,11.1,0.0,0.0,51.2,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,205.0,156.0,7.0,0.0,55.0,165.0,295.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,479.0,233.99999999999997,4.0,10.0,52.5,252.0,405.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1540.0,2004.0,6.0,14.0,965.0,1008.0,787.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,1470.0,1163.0,6.0,14.0,950.0,1014.0,812.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N5006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,1116.0,797.0,14.0,14.0,172.5,809.0,948.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
