DateJour,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,TotalSortie,TotalEntree,ValeurSortie,ValeurEntree,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois,mois_label,is_ferie,is_ramadan,sortie_lag_1,sortie_lag_7,sortie_lag_30,rolling_mean_7,rolling_mean_30,jours_avant_rupture
2023-01-01,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,1,1,2023,1,0,1,2023-01,1,0,0.0,,,0.0,0.0,
2023-01-02,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,1,1,2023,0,0,1,2023-01,0,0,0.0,,,0.0,0.0,
2023-01-03,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,1,1,2023,0,0,1,2023-01,0,0,0.0,,,0.0,0.0,
2023-01-04,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,1,1,2023,0,0,1,2023-01,0,0,0.0,,,0.0,0.0,
2023-01-05,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,1,1,2023,0,0,1,2023-01,0,0,0.0,,,0.0,0.0,
2023-01-06,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,1,1,2023,0,0,0,2023-01,0,0,0.0,,,0.0,0.0,
2023-01-07,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-08,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-09,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-10,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-11,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,1,1,2023,0,0,0,2023-01,1,0,0.0,0.0,,0.0,0.0,
2023-01-12,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-13,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-14,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-15,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-16,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-17,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-18,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-19,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-20,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-21,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-22,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,1,1,2023,1,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-23,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-24,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,1,1,2023,0,0,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-25,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,1,1,2023,0,1,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-26,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,1,1,2023,0,1,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-27,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,1,1,2023,0,1,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-28,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,1,1,2023,1,1,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-29,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,1,1,2023,1,1,0,2023-01,0,0,0.0,0.0,,0.0,0.0,
2023-01-30,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,1,1,2023,0,1,0,2023-01,0,0,0.0,0.0,0.0,0.0,0.0,
2023-01-31,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,1,1,2023,0,1,0,2023-01,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-01,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,2,1,2023,0,0,1,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-02,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,2,1,2023,0,0,1,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-03,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,2,1,2023,0,0,1,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-04,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,2,1,2023,1,0,1,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-05,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,2,1,2023,1,0,1,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-06,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-07,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-08,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-09,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-10,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-11,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,2,1,2023,1,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-12,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,2,1,2023,1,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-13,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-14,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-15,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-16,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-17,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-18,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,2,1,2023,1,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-19,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,2,1,2023,1,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-20,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-21,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-22,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-23,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-24,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,2,1,2023,0,0,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-25,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,2,1,2023,1,1,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-26,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,2,1,2023,1,1,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-27,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,2,1,2023,0,1,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-02-28,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,2,1,2023,0,1,0,2023-02,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-01,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,3,1,2023,0,0,1,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-02,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,3,1,2023,0,0,1,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-03,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,3,1,2023,0,0,1,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-04,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,3,1,2023,1,0,1,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-05,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,3,1,2023,1,0,1,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-06,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-07,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-08,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-09,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-10,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-11,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,3,1,2023,1,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-12,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,3,1,2023,1,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-13,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-14,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-15,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-16,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-17,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-18,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,3,1,2023,1,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-19,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,3,1,2023,1,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-20,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-21,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,3,1,2023,0,0,0,2023-03,0,0,0.0,0.0,0.0,0.0,0.0,
2023-03-22,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,3,1,2023,0,0,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-23,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,3,1,2023,0,0,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-24,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,3,1,2023,0,0,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-25,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,3,1,2023,1,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-26,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,3,1,2023,1,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-27,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,3,1,2023,0,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-28,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,3,1,2023,0,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-29,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,3,1,2023,0,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-30,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,3,1,2023,0,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-03-31,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,3,1,2023,0,1,0,2023-03,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-01,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,4,2,2023,1,0,1,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-02,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,4,2,2023,1,0,1,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-03,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,4,2,2023,0,0,1,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-04,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,4,2,2023,0,0,1,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-05,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,4,2,2023,0,0,1,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-06,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-07,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-08,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,4,2,2023,1,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-09,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,4,2,2023,1,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-10,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-11,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-12,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-13,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-14,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-15,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,4,2,2023,1,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-16,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,4,2,2023,1,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-17,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-18,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,1,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-19,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,2,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-20,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,3,4,2,2023,0,0,0,2023-04,0,1,0.0,0.0,0.0,0.0,0.0,
2023-04-21,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,4,4,2,2023,0,0,0,2023-04,1,0,0.0,0.0,0.0,0.0,0.0,
2023-04-22,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,5,4,2,2023,1,0,0,2023-04,1,0,0.0,0.0,0.0,0.0,0.0,
2023-04-23,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,6,4,2,2023,1,0,0,2023-04,0,0,0.0,0.0,0.0,0.0,0.0,
2023-04-24,10000721,WAFERS Based Tiffany  Breaksta 24*12 MAXI 26gr,TIFFANY,TIFFANY,0.0,0.0,0.0,0.0,0.0,0,4,2,2023,0,0,0,2023-04,0,0,0.0,0.0,0.0,0.0,0.0,
