ds,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,y,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois
2025-01-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,1,1,2025,0,0,0
2025-01-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,1,1,2025,1,1,0
2025-01-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,1,1,2025,1,1,0
2025-01-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,1,1,2025,0,1,0
2025-01-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,1,1,2025,0,1,0
2025-01-29,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,1,1,2025,0,1,0
2025-01-30,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,1,1,2025,0,1,0
2025-01-31,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,1,1,2025,0,1,0
2025-02-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,2,1,2025,1,0,1
2025-02-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,2,1,2025,1,0,1
2025-02-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,2,1,2025,0,0,1
2025-02-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,2,1,2025,0,0,1
2025-02-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,2,1,2025,0,0,1
2025-02-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,2,1,2025,0,0,0
2025-02-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,2,1,2025,0,0,0
2025-02-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,2,1,2025,1,0,0
2025-02-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,2,1,2025,1,0,0
2025-02-10,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,2,1,2025,0,0,0
2025-02-11,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,2,1,2025,0,0,0
2025-02-12,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,2,1,2025,0,0,0
2025-02-13,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,2,1,2025,0,0,0
2025-02-14,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,2,1,2025,0,0,0
2025-02-15,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,2,1,2025,1,0,0
2025-02-16,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,2,1,2025,1,0,0
2025-02-17,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,2,1,2025,0,0,0
2025-02-18,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,2,1,2025,0,0,0
2025-02-19,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,2,1,2025,0,0,0
2025-02-20,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,2,1,2025,0,0,0
2025-02-21,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,2,1,2025,0,0,0
2025-02-22,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,2,1,2025,1,0,0
2025-02-23,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,2,1,2025,1,0,0
2025-02-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,2,1,2025,0,0,0
2025-02-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,2,1,2025,0,1,0
2025-02-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,2,1,2025,0,1,0
2025-02-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,2,1,2025,0,1,0
2025-02-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,2,1,2025,0,1,0
2025-03-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,3,1,2025,1,0,1
2025-03-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,3,1,2025,1,0,1
2025-03-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,3,1,2025,0,0,1
2025-03-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,3,1,2025,0,0,1
2025-03-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,3,1,2025,0,0,1
2025-03-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,3,1,2025,0,0,0
2025-03-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,3,1,2025,0,0,0
2025-03-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,3,1,2025,1,0,0
2025-03-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,3,1,2025,1,0,0
2025-03-10,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,3,1,2025,0,0,0
2025-03-11,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,3,1,2025,0,0,0
2025-03-12,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,3,1,2025,0,0,0
2025-03-13,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,3,1,2025,0,0,0
2025-03-14,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,3,1,2025,0,0,0
2025-03-15,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,3,1,2025,1,0,0
2025-03-16,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,3,1,2025,1,0,0
2025-03-17,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,3,1,2025,0,0,0
2025-03-18,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,3,1,2025,0,0,0
2025-03-19,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,3,1,2025,0,0,0
2025-03-20,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,3,1,2025,0,0,0
2025-03-21,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,3,1,2025,0,0,0
2025-03-22,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,3,1,2025,1,0,0
2025-03-23,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,3,1,2025,1,0,0
2025-03-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,3,1,2025,0,0,0
2025-03-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,3,1,2025,0,1,0
2025-03-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,3,1,2025,0,1,0
2025-03-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,3,1,2025,0,1,0
2025-03-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,3,1,2025,0,1,0
2025-03-29,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,3,1,2025,1,1,0
2025-03-30,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,3,1,2025,1,1,0
2025-03-31,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,3,1,2025,0,1,0
2025-04-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,4,2,2025,0,0,1
2025-04-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,4,2,2025,0,0,1
2025-04-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,4,2,2025,0,0,1
2025-04-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,4,2,2025,0,0,1
2025-04-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,4,2,2025,1,0,1
2025-04-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,4,2,2025,1,0,0
2025-04-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,4,2,2025,0,0,0
2025-04-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,4,2,2025,0,0,0
2025-04-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,4,2,2025,0,0,0
2025-04-10,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,4,2,2025,0,0,0
2025-04-11,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,4,2,2025,0,0,0
2025-04-12,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,4,2,2025,1,0,0
2025-04-13,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,4,2,2025,1,0,0
2025-04-14,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,4,2,2025,0,0,0
2025-04-15,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,4,2,2025,0,0,0
2025-04-16,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,4,2,2025,0,0,0
2025-04-17,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,4,2,2025,0,0,0
2025-04-18,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,4,2,2025,0,0,0
2025-04-19,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,4,2,2025,1,0,0
2025-04-20,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,4,2,2025,1,0,0
2025-04-21,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,4,2,2025,0,0,0
2025-04-22,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,4,2,2025,0,0,0
2025-04-23,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,4,2,2025,0,0,0
2025-04-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,4,2,2025,0,0,0
2025-04-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,4,2,2025,0,1,0
2025-04-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,4,2,2025,1,1,0
2025-04-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,4,2,2025,1,1,0
2025-04-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,4,2,2025,0,1,0
2025-04-29,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,4,2,2025,0,1,0
2025-04-30,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,4,2,2025,0,1,0
2025-05-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,5,2,2025,0,0,1
2025-05-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,5,2,2025,0,0,1
2025-05-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,5,2,2025,1,0,1
2025-05-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,5,2,2025,1,0,1
2025-05-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,5,2,2025,0,0,1
2025-05-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,5,2,2025,0,0,0
2025-05-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,5,2,2025,0,0,0
2025-05-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,5,2,2025,0,0,0
2025-05-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,5,2,2025,0,0,0
2025-05-10,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,5,2,2025,1,0,0
2025-05-11,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,5,2,2025,1,0,0
2025-05-12,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,5,2,2025,0,0,0
2025-05-13,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,5,2,2025,0,0,0
2025-05-14,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,5,2,2025,0,0,0
2025-05-15,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,5,2,2025,0,0,0
2025-05-16,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,5,2,2025,0,0,0
2025-05-17,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,5,2,2025,1,0,0
2025-05-18,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,5,2,2025,1,0,0
2025-05-19,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,5,2,2025,0,0,0
2025-05-20,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,5,2,2025,0,0,0
2025-05-21,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,5,2,2025,0,0,0
2025-05-22,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,5,2,2025,0,0,0
2025-05-23,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,5,2,2025,0,0,0
2025-05-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,5,2,2025,1,0,0
2025-05-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,5,2,2025,1,1,0
2025-05-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,5,2,2025,0,1,0
2025-05-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,5,2,2025,0,1,0
2025-05-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,5,2,2025,0,1,0
2025-05-29,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,5,2,2025,0,1,0
2025-05-30,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,5,2,2025,0,1,0
2025-05-31,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,5,2,2025,1,1,0
2025-06-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,6,2,2025,1,0,1
2025-06-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,6,2,2025,0,0,1
2025-06-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,6,2,2025,0,0,1
2025-06-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,6,2,2025,0,0,1
2025-06-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,6,2,2025,0,0,1
2025-06-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,6,2,2025,0,0,0
2025-06-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,6,2,2025,1,0,0
2025-06-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,6,2,2025,1,0,0
2025-06-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,6,2,2025,0,0,0
2025-06-10,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,6,2,2025,0,0,0
2025-06-11,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,6,2,2025,0,0,0
2025-06-12,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,6,2,2025,0,0,0
2025-06-13,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,6,2,2025,0,0,0
2025-06-14,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,6,2,2025,1,0,0
2025-06-15,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,6,2,2025,1,0,0
2025-06-16,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,6,2,2025,0,0,0
2025-06-17,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,6,2,2025,0,0,0
2025-06-18,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,6,2,2025,0,0,0
2025-06-19,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,6,2,2025,0,0,0
2025-06-20,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,6,2,2025,0,0,0
2025-06-21,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,6,2,2025,1,0,0
2025-06-22,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,6,2,2025,1,0,0
2025-06-23,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,6,2,2025,0,0,0
2025-06-24,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,6,2,2025,0,0,0
2025-06-25,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,6,2,2025,0,1,0
2025-06-26,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,6,2,2025,0,1,0
2025-06-27,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,6,2,2025,0,1,0
2025-06-28,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,6,2,2025,1,1,0
2025-06-29,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,6,2,2025,1,1,0
2025-06-30,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,6,2,2025,0,1,0
2025-07-01,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,7,3,2025,0,0,1
2025-07-02,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,7,3,2025,0,0,1
2025-07-03,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,3,7,3,2025,0,0,1
2025-07-04,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,4,7,3,2025,0,0,1
2025-07-05,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,5,7,3,2025,1,0,1
2025-07-06,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,6,7,3,2025,1,0,0
2025-07-07,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,0,7,3,2025,0,0,0
2025-07-08,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,1,7,3,2025,0,0,0
2025-07-09,N-5003,CONCENTRÉ TOMATE 21CL  DELICIA*12PCS,DTOMATE,TOMATE DELICIA,0.0,0.0,2,7,3,2025,0,0,0
