ds,AR_Ref,AR_Design,FA_CodeFamille,FA_Intitule,y,StockFinal,jour_semaine,mois,trimestre,annee,is_weekend,is_fin_mois,is_debut_mois
2025-03-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,3,1,2025,1,0,0
2025-03-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,3,1,2025,1,0,0
2025-03-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,3,1,2025,0,0,0
2025-03-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,3,1,2025,0,1,0
2025-03-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,3,1,2025,0,1,0
2025-03-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,3,1,2025,0,1,0
2025-03-28,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,3,1,2025,0,1,0
2025-03-29,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,3,1,2025,1,1,0
2025-03-30,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,3,1,2025,1,1,0
2025-03-31,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,3,1,2025,0,1,0
2025-04-01,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,4,2,2025,0,0,1
2025-04-02,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,4,2,2025,0,0,1
2025-04-03,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,4,2,2025,0,0,1
2025-04-04,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,4,2,2025,0,0,1
2025-04-05,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,4,2,2025,1,0,1
2025-04-06,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,4,2,2025,1,0,0
2025-04-07,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,4,2,2025,0,0,0
2025-04-08,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,4,2,2025,0,0,0
2025-04-09,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,4,2,2025,0,0,0
2025-04-10,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,4,2,2025,0,0,0
2025-04-11,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,4,2,2025,0,0,0
2025-04-12,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,4,2,2025,1,0,0
2025-04-13,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,4,2,2025,1,0,0
2025-04-14,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,4,2,2025,0,0,0
2025-04-15,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,4,2,2025,0,0,0
2025-04-16,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,4,2,2025,0,0,0
2025-04-17,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,4,2,2025,0,0,0
2025-04-18,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,4,2,2025,0,0,0
2025-04-19,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,4,2,2025,1,0,0
2025-04-20,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,4,2,2025,1,0,0
2025-04-21,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,4,2,2025,0,0,0
2025-04-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,4,2,2025,0,0,0
2025-04-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,4,2,2025,0,0,0
2025-04-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,4,2,2025,0,0,0
2025-04-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,4,2,2025,0,1,0
2025-04-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,4,2,2025,1,1,0
2025-04-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,4,2,2025,1,1,0
2025-04-28,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,4,2,2025,0,1,0
2025-04-29,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,4,2,2025,0,1,0
2025-04-30,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,4,2,2025,0,1,0
2025-05-01,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,5,2,2025,0,0,1
2025-05-02,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,5,2,2025,0,0,1
2025-05-03,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,5,2,2025,1,0,1
2025-05-04,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,5,2,2025,1,0,1
2025-05-05,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,5,2,2025,0,0,1
2025-05-06,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,5,2,2025,0,0,0
2025-05-07,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,5,2,2025,0,0,0
2025-05-08,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,5,2,2025,0,0,0
2025-05-09,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,5,2,2025,0,0,0
2025-05-10,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,5,2,2025,1,0,0
2025-05-11,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,5,2,2025,1,0,0
2025-05-12,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,5,2,2025,0,0,0
2025-05-13,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,5,2,2025,0,0,0
2025-05-14,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,5,2,2025,0,0,0
2025-05-15,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,5,2,2025,0,0,0
2025-05-16,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,5,2,2025,0,0,0
2025-05-17,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,5,2,2025,1,0,0
2025-05-18,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,5,2,2025,1,0,0
2025-05-19,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,5,2,2025,0,0,0
2025-05-20,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,5,2,2025,0,0,0
2025-05-21,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,5,2,2025,0,0,0
2025-05-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,5,2,2025,0,0,0
2025-05-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,5,2,2025,0,0,0
2025-05-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,5,2,2025,1,0,0
2025-05-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,5,2,2025,1,1,0
2025-05-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,5,2,2025,0,1,0
2025-05-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,5,2,2025,0,1,0
2025-05-28,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,5,2,2025,0,1,0
2025-05-29,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,5,2,2025,0,1,0
2025-05-30,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,5,2,2025,0,1,0
2025-05-31,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,5,2,2025,1,1,0
2025-06-01,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,6,2,2025,1,0,1
2025-06-02,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,6,2,2025,0,0,1
2025-06-03,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,6,2,2025,0,0,1
2025-06-04,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,6,2,2025,0,0,1
2025-06-05,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,6,2,2025,0,0,1
2025-06-06,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,6,2,2025,0,0,0
2025-06-07,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,6,2,2025,1,0,0
2025-06-08,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,6,2,2025,1,0,0
2025-06-09,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,6,2,2025,0,0,0
2025-06-10,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,6,2,2025,0,0,0
2025-06-11,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,6,2,2025,0,0,0
2025-06-12,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,6,2,2025,0,0,0
2025-06-13,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,6,2,2025,0,0,0
2025-06-14,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,6,2,2025,1,0,0
2025-06-15,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,6,2,2025,1,0,0
2025-06-16,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,6,2,2025,0,0,0
2025-06-17,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,6,2,2025,0,0,0
2025-06-18,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,6,2,2025,0,0,0
2025-06-19,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,6,2,2025,0,0,0
2025-06-20,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,6,2,2025,0,0,0
2025-06-21,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,6,2,2025,1,0,0
2025-06-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,6,2,2025,1,0,0
2025-06-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,6,2,2025,0,0,0
2025-06-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,6,2,2025,0,0,0
2025-06-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,6,2,2025,0,1,0
2025-06-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,6,2,2025,0,1,0
2025-06-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,6,2,2025,0,1,0
2025-06-28,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,6,2,2025,1,1,0
2025-06-29,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,6,2,2025,1,1,0
2025-06-30,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,6,2,2025,0,1,0
2025-07-01,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,7,3,2025,0,0,1
2025-07-02,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,7,3,2025,0,0,1
2025-07-03,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,7,3,2025,0,0,1
2025-07-04,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,7,3,2025,0,0,1
2025-07-05,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,7,3,2025,1,0,1
2025-07-06,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,7,3,2025,1,0,0
2025-07-07,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,7,3,2025,0,0,0
2025-07-08,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,7,3,2025,0,0,0
2025-07-09,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,7,3,2025,0,0,0
2025-07-10,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,7,3,2025,0,0,0
2025-07-11,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,7,3,2025,0,0,0
2025-07-12,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,7,3,2025,1,0,0
2025-07-13,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,7,3,2025,1,0,0
2025-07-14,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,7,3,2025,0,0,0
2025-07-15,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,7,3,2025,0,0,0
2025-07-16,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,7,3,2025,0,0,0
2025-07-17,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,7,3,2025,0,0,0
2025-07-18,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,7,3,2025,0,0,0
2025-07-19,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,7,3,2025,1,0,0
2025-07-20,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,7,3,2025,1,0,0
2025-07-21,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,7,3,2025,0,0,0
2025-07-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,7,3,2025,0,0,0
2025-07-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,7,3,2025,0,0,0
2025-07-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,7,3,2025,0,0,0
2025-07-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,7,3,2025,0,1,0
2025-07-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,7,3,2025,1,1,0
2025-07-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,7,3,2025,1,1,0
2025-07-28,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,7,3,2025,0,1,0
2025-07-29,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,7,3,2025,0,1,0
2025-07-30,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,7,3,2025,0,1,0
2025-07-31,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,7,3,2025,0,1,0
2025-08-01,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,8,3,2025,0,0,1
2025-08-02,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,8,3,2025,1,0,1
2025-08-03,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,8,3,2025,1,0,1
2025-08-04,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,8,3,2025,0,0,1
2025-08-05,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,8,3,2025,0,0,1
2025-08-06,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,8,3,2025,0,0,0
2025-08-07,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,8,3,2025,0,0,0
2025-08-08,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,8,3,2025,0,0,0
2025-08-09,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,8,3,2025,1,0,0
2025-08-10,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,8,3,2025,1,0,0
2025-08-11,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,8,3,2025,0,0,0
2025-08-12,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,8,3,2025,0,0,0
2025-08-13,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,8,3,2025,0,0,0
2025-08-14,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,8,3,2025,0,0,0
2025-08-15,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,8,3,2025,0,0,0
2025-08-16,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,8,3,2025,1,0,0
2025-08-17,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,8,3,2025,1,0,0
2025-08-18,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,8,3,2025,0,0,0
2025-08-19,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,8,3,2025,0,0,0
2025-08-20,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,8,3,2025,0,0,0
2025-08-21,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,3,8,3,2025,0,0,0
2025-08-22,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,4,8,3,2025,0,0,0
2025-08-23,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,5,8,3,2025,1,0,0
2025-08-24,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,6,8,3,2025,1,0,0
2025-08-25,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,0,8,3,2025,0,1,0
2025-08-26,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,1,8,3,2025,0,1,0
2025-08-27,MHCH016,KROON FONDU 907GR,KROON,KROON,0.0,0.0,2,8,3,2025,0,1,0
2022-12-31,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,12,4,2022,1,1,0
2023-01-01,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,1,1,2023,1,0,1
2023-01-02,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,1,1,2023,0,0,1
2023-01-03,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,1,1,2023,0,0,1
2023-01-04,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,1,1,2023,0,0,1
2023-01-05,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,1,1,2023,0,0,1
2023-01-06,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,1,1,2023,0,0,0
2023-01-07,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,1,1,2023,1,0,0
2023-01-08,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,1,1,2023,1,0,0
2023-01-09,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,1,1,2023,0,0,0
2023-01-10,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,1,1,2023,0,0,0
2023-01-11,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,1,1,2023,0,0,0
2023-01-12,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,1,1,2023,0,0,0
2023-01-13,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,1,1,2023,0,0,0
2023-01-14,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,1,1,2023,1,0,0
2023-01-15,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,1,1,2023,1,0,0
2023-01-16,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,1,1,2023,0,0,0
2023-01-17,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,1,1,2023,0,0,0
2023-01-18,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,1,1,2023,0,0,0
2023-01-19,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,1,1,2023,0,0,0
2023-01-20,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,1,1,2023,0,0,0
2023-01-21,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,1,1,2023,1,0,0
2023-01-22,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,1,1,2023,1,0,0
2023-01-23,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,1,1,2023,0,0,0
2023-01-24,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,1,1,2023,0,0,0
2023-01-25,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,1,1,2023,0,1,0
2023-01-26,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,1,1,2023,0,1,0
2023-01-27,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,1,1,2023,0,1,0
2023-01-28,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,1,1,2023,1,1,0
2023-01-29,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,1,1,2023,1,1,0
2023-01-30,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,1,1,2023,0,1,0
2023-01-31,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,1,1,2023,0,1,0
2023-02-01,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,2,1,2023,0,0,1
2023-02-02,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,2,1,2023,0,0,1
2023-02-03,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,2,1,2023,0,0,1
2023-02-04,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,2,1,2023,1,0,1
2023-02-05,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,2,1,2023,1,0,1
2023-02-06,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,2,1,2023,0,0,0
2023-02-07,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,2,1,2023,0,0,0
2023-02-08,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,2,1,2023,0,0,0
2023-02-09,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,2,1,2023,0,0,0
2023-02-10,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,2,1,2023,0,0,0
2023-02-11,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,2,1,2023,1,0,0
2023-02-12,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,2,1,2023,1,0,0
2023-02-13,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,2,1,2023,0,0,0
2023-02-14,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,2,1,2023,0,0,0
2023-02-15,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,2,1,2023,0,0,0
2023-02-16,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,2,1,2023,0,0,0
2023-02-17,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,2,1,2023,0,0,0
2023-02-18,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,2,1,2023,1,0,0
2023-02-19,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,2,1,2023,1,0,0
2023-02-20,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,2,1,2023,0,0,0
2023-02-21,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,2,1,2023,0,0,0
2023-02-22,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,2,1,2023,0,0,0
2023-02-23,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,2,1,2023,0,0,0
2023-02-24,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,2,1,2023,0,0,0
2023-02-25,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,5,2,1,2023,1,1,0
2023-02-26,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,6,2,1,2023,1,1,0
2023-02-27,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,0,2,1,2023,0,1,0
2023-02-28,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,1,2,1,2023,0,1,0
2023-03-01,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,2,3,1,2023,0,0,1
2023-03-02,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,3,3,1,2023,0,0,1
2023-03-03,MIS120,Dabur Miswak Herbal Pure Al-Arak Extract 120+50 gr,MISWAK,MISWAK,0.0,0.0,4,3,1,2023,0,0,1
